epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0,1.0,1.0,1.0
-1,-1,0.44583333333333336,0.6708333333333333,0.75,0.8666666666666667,0.44583333333333336,0.44583333333333336,0.2236111111111111,0.6708333333333333,0.15,0.75,0.08666666666666667,0.8666666666666667,0.5812863756613758,0.6498459489945205,0.5877716530517968,0.44583333333333336,0.6708333333333333,0.75,0.8666666666666667,0.44583333333333336,0.44583333333333336,0.2236111111111111,0.6708333333333333,0.15,0.75,0.08666666666666667,0.8666666666666667,0.5812863756613758,0.6498459489945205,0.5877716530517968
